"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MAX"
"1213","","","","9.5546875","9.5546875","9.5546875","9.890625","9.890625","9.890625","11.2421875","11.2421875","11.2421875","9.296875","9.296875","9.296875"
"1214","","","","9.28125","9.28125","9.28125","9.8828125","9.8828125","9.8828125","9.328125","9.328125","9.328125","9.3046875","9.3046875","9.3046875"
"1215","","","","9.3125","9.3125","9.3125","9.7109375","9.7109375","9.7109375","9.3046875","9.3046875","9.3046875","9.46875","9.46875","9.46875"
"1216","","","","9.390625","9.390625","9.390625","9.5234375","9.5234375","9.5234375","10.0234375","10.0234375","10.0234375","9.5234375","9.5234375","9.5234375"
"1217","","","","9.3828125","9.3828125","9.3828125","9.65625","9.65625","9.65625","9.5078125","9.5078125","9.5078125","9.4453125","9.4453125","9.4453125"
"1218","","","","9.390625","9.390625","9.390625","9.6875","9.6875","9.6875","9.3203125","9.3203125","9.3203125","9.3515625","9.3515625","9.3515625"
"1219","","","","9.4140625","9.4140625","9.4140625","9.59375","9.59375","9.59375","11.7109375","11.7109375","11.7109375","9.375","9.375","9.375"
"1220","","","","9.4296875","9.4296875","9.4296875","9.7734375","9.7734375","9.7734375","9.390625","9.390625","9.390625","9.4375","9.4375","9.4375"
"1221","","","","9.2734375","9.2734375","9.2734375","9.3828125","9.3828125","9.3828125","11.0390625","11.0390625","11.0390625","9.5","9.5","9.5"
"1222","","","","9.25","9.25","9.25","9.359375","9.359375","9.359375","9.5546875","9.5546875","9.5546875","9.375","9.375","9.375"
"1223","","","","9.2890625","9.2890625","9.2890625","9.3671875","9.3671875","9.3671875","9.6796875","9.6796875","9.6796875","9.3671875","9.3671875","9.3671875"
"1224","","","","9.453125","9.453125","9.453125","9.3515625","9.3515625","9.3515625","9.4765625","9.4765625","9.4765625","9.40625","9.40625","9.40625"
"1225","","","","9.3515625","9.3515625","9.3515625","9.34375","9.34375","9.34375","9.4140625","9.4140625","9.4140625","9.3203125","9.3203125","9.3203125"
"1226","","","","10.3671875","10.3671875","10.3671875","9.3203125","9.3203125","9.3203125","9.390625","9.390625","9.390625","9.4140625","9.4140625","9.4140625"
"1227","","","","10.21875","10.21875","10.21875","9.171875","9.171875","9.171875","9.4375","9.4375","9.4375","9.390625","9.390625","9.390625"
"1228","","","","11.6953125","11.6953125","11.6953125","9.296875","9.296875","9.296875","9.3359375","9.3359375","9.3359375","9.2265625","9.2265625","9.2265625"
"1229","","","","11.7578125","11.7578125","11.7578125","9.328125","9.328125","9.328125","9.4296875","9.4296875","9.4296875","9.390625","9.390625","9.390625"
"1230","","","","11.421875","11.421875","11.421875","9.34375","9.34375","9.34375","9.5","9.5","9.5","9.5546875","9.5546875","9.5546875"
"1231","","","","11.4765625","11.4765625","11.4765625","9.3828125","9.3828125","9.3828125","10.75","10.75","10.75","9.4609375","9.4609375","9.4609375"
"1232","","","","11.4765625","11.4765625","11.4765625","9.3828125","9.3828125","9.3828125","9.4296875","9.4296875","9.4296875","9.421875","9.421875","9.421875"
"1233","","","","11.265625","11.265625","11.265625","9.4140625","9.4140625","9.4140625","9.7265625","9.7265625","9.7265625","9.3203125","9.3203125","9.3203125"
"1234","","","","11.296875","11.296875","11.296875","9.3984375","9.3984375","9.3984375","11.2734375","11.2734375","11.2734375","9.5234375","9.5234375","9.5234375"
"1235","","","","9.390625","9.390625","9.390625","9.3515625","9.3515625","9.3515625","11.640625","11.640625","11.640625","9.5","9.5","9.5"
"1236","","","","9.40625","9.40625","9.40625","9.3125","9.3125","9.3125","9.4609375","9.4609375","9.4609375","9.609375","9.609375","9.609375"
"1237","","","","9.25","9.25","9.25","9.3828125","9.3828125","9.3828125","9.5546875","9.5546875","9.5546875","9.5234375","9.5234375","9.5234375"
"1238","","","","9.6640625","9.6640625","9.6640625","9.375","9.375","9.375","11.5625","11.5625","11.5625","9.5625","9.5625","9.5625"
"1239","","","","9.359375","9.359375","9.359375","9.2578125","9.2578125","9.2578125","11.34375","11.34375","11.34375","9.3515625","9.3515625","9.3515625"
"1240","","","","9.8359375","9.8359375","9.8359375","9.3515625","9.3515625","9.3515625","9.3828125","9.3828125","9.3828125","9.5","9.5","9.5"
"1241","","","","9.7109375","9.7109375","9.7109375","9.3203125","9.3203125","9.3203125","10.6171875","10.6171875","10.6171875","10.015625","10.015625","10.015625"
"1242","","","","9.359375","9.359375","9.359375","9.3828125","9.3828125","9.3828125","9.34375","9.34375","9.34375","9.5078125","9.5078125","9.5078125"
"1243","","","","9.25","9.25","9.25","9.359375","9.359375","9.359375","11.5078125","11.5078125","11.5078125","10.5234375","10.5234375","10.5234375"
"1244","","","","9.4375","9.4375","9.4375","9.3046875","9.3046875","9.3046875","10.1953125","10.1953125","10.1953125","9.921875","9.921875","9.921875"
"1245","","","","9.3828125","9.3828125","9.3828125","9.3203125","9.3203125","9.3203125","9.796875","9.796875","9.796875","10.2890625","10.2890625","10.2890625"
"1246","","","","10.3046875","10.3046875","10.3046875","9.34375","9.34375","9.34375","9.3984375","9.3984375","9.3984375","10.75","10.75","10.75"
"1247","","","","10.7734375","10.7734375","10.7734375","9.4375","9.4375","9.4375","11.53125","11.53125","11.53125","11.46875","11.46875","11.46875"
"1248","","","","11.3828125","11.3828125","11.3828125","9.390625","9.390625","9.390625","11.734375","11.734375","11.734375","11.34375","11.34375","11.34375"
"1249","","","","11.2578125","11.2578125","11.2578125","9.4609375","9.4609375","9.4609375","9.4765625","9.4765625","9.4765625","10.625","10.625","10.625"
"1250","","","","10.015625","10.015625","10.015625","9.3828125","9.3828125","9.3828125","9.484375","9.484375","9.484375","11.3046875","11.3046875","11.3046875"
"1251","","","","9.71875","9.71875","9.71875","9.3984375","9.3984375","9.3984375","9.46875","9.46875","9.46875","11.328125","11.328125","11.328125"
"1252","","","","9.671875","9.671875","9.671875","9.4140625","9.4140625","9.4140625","9.40625","9.40625","9.40625","10.9453125","10.9453125","10.9453125"
"1253","","","","9.8359375","9.8359375","9.8359375","9.3515625","9.3515625","9.3515625","11.640625","11.640625","11.640625","11.46875","11.46875","11.46875"
"1254","","","","9.6953125","9.6953125","9.6953125","9.359375","9.359375","9.359375","11.7734375","11.7734375","11.7734375","10.78125","10.78125","10.78125"
"1255","","","","9.40625","9.40625","9.40625","9.484375","9.484375","9.484375","11.7109375","11.7109375","11.7109375","10.75","10.75","10.75"
"1256","","","","9.6015625","9.6015625","9.6015625","9.40625","9.40625","9.40625","10.1875","10.1875","10.1875","9.4609375","9.4609375","9.4609375"
"1257","","","","9.6015625","9.6015625","9.6015625","9.3359375","9.3359375","9.3359375","9.59375","9.59375","9.59375","9.3828125","9.3828125","9.3828125"
"1258","","","","9.421875","9.421875","9.421875","9.421875","9.421875","9.421875","10.234375","10.234375","10.234375","9.4375","9.4375","9.4375"
"1259","","","","9.1328125","9.1328125","9.1328125","9.3046875","9.3046875","9.3046875","9.515625","9.515625","9.515625","9.46875","9.46875","9.46875"
"1260","","","","9.265625","9.265625","9.265625","9.265625","9.265625","9.265625","9.640625","9.640625","9.640625","9.3671875","9.3671875","9.3671875"
"1261","","","","9.2578125","9.2578125","9.2578125","9.34375","9.34375","9.34375","10.5546875","10.5546875","10.5546875","9.3046875","9.3046875","9.3046875"
"1262","","","","9.4921875","9.4921875","9.4921875","9.5","9.5","9.5","9.40625","9.40625","9.40625","10.3046875","10.3046875","10.3046875"
"1263","","","","9.609375","9.609375","9.609375","9.34375","9.34375","9.34375","11.484375","11.484375","11.484375","9.296875","9.296875","9.296875"
"1264","","","","9.3125","9.3125","9.3125","9.375","9.375","9.375","11.4921875","11.4921875","11.4921875","9.2109375","9.2109375","9.2109375"
"1265","","","","9.375","9.375","9.375","9.3515625","9.3515625","9.3515625","9.8203125","9.8203125","9.8203125","9.3984375","9.3984375","9.3984375"
"1266","","","","9.2890625","9.2890625","9.2890625","9.3671875","9.3671875","9.3671875","9.8828125","9.8828125","9.8828125","9.2109375","9.2109375","9.2109375"
"1267","","","","9.3046875","9.3046875","9.3046875","9.34375","9.34375","9.34375","9.4765625","9.4765625","9.4765625","9.375","9.375","9.375"
"1268","","","","9.4296875","9.4296875","9.4296875","9.40625","9.40625","9.40625","9.8125","9.8125","9.8125","9.3828125","9.3828125","9.3828125"
"1269","","","","9.4375","9.4375","9.4375","9.3515625","9.3515625","9.3515625","9.4453125","9.4453125","9.4453125","9.4140625","9.4140625","9.4140625"
"1270","","","","9.34375","9.34375","9.34375","9.4375","9.4375","9.4375","11.6171875","11.6171875","11.6171875","9.4375","9.4375","9.4375"
"1271","","","","9.421875","9.421875","9.421875","9.3359375","9.3359375","9.3359375","11.0859375","11.0859375","11.0859375","9.3984375","9.3984375","9.3984375"
"1272","","","","9.6015625","9.6015625","9.6015625","9.3203125","9.3203125","9.3203125","10.046875","10.046875","10.046875","9.3515625","9.3515625","9.3515625"
"1273","","","","9.296875","9.296875","9.296875","9.4921875","9.4921875","9.4921875","11.6484375","11.6484375","11.6484375","9.3984375","9.3984375","9.3984375"
"1274","","","","9.734375","9.734375","9.734375","9.3828125","9.3828125","9.3828125","9.4453125","9.4453125","9.4453125","9.453125","9.453125","9.453125"
"1275","","","","9.7890625","9.7890625","9.7890625","9.515625","9.515625","9.515625","9.984375","9.984375","9.984375","9.4453125","9.4453125","9.4453125"
"1276","","","","9.3515625","9.3515625","9.3515625","9.4140625","9.4140625","9.4140625","11.59375","11.59375","11.59375","9.4765625","9.4765625","9.4765625"
"1277","","","","9.3515625","9.3515625","9.3515625","9.5625","9.5625","9.5625","11.53125","11.53125","11.53125","9.265625","9.265625","9.265625"
"1278","","","","9.25","9.25","9.25","9.5546875","9.5546875","9.5546875","9.28125","9.28125","9.28125","9.1875","9.1875","9.1875"
"1279","","","","9.34375","9.34375","9.34375","9.6484375","9.6484375","9.6484375","9.5","9.5","9.5","9.4140625","9.4140625","9.4140625"
"1280","","","","9.3515625","9.3515625","9.3515625","9.5546875","9.5546875","9.5546875","11.6875","11.6875","11.6875","9.4296875","9.4296875","9.4296875"
"1281","","","","9.359375","9.359375","9.359375","9.7109375","9.7109375","9.7109375","11.546875","11.546875","11.546875","9.3984375","9.3984375","9.3984375"
"1282","","","","9.3359375","9.3359375","9.3359375","9.59375","9.59375","9.59375","9.515625","9.515625","9.515625","9.328125","9.328125","9.328125"
"1283","","","","9.3984375","9.3984375","9.3984375","9.515625","9.515625","9.515625","10.9453125","10.9453125","10.9453125","9.3828125","9.3828125","9.3828125"
"1284","","","","9.4453125","9.4453125","9.4453125","9.5546875","9.5546875","9.5546875","10.4140625","10.4140625","10.4140625","9.4140625","9.4140625","9.4140625"
"1285","","","","9.40625","9.40625","9.40625","9.5546875","9.5546875","9.5546875","9.7109375","9.7109375","9.7109375","9.296875","9.296875","9.296875"
"1286","","","","9.3125","9.3125","9.3125","9.546875","9.546875","9.546875","11.546875","11.546875","11.546875","9.3046875","9.3046875","9.3046875"
"1287","","","","9.390625","9.390625","9.390625","9.4921875","9.4921875","9.4921875","9.65625","9.65625","9.65625","9.375","9.375","9.375"
"1288","","","","9.359375","9.359375","9.359375","9.484375","9.484375","9.484375","11.5859375","11.5859375","11.5859375","9.3515625","9.3515625","9.3515625"
"1289","","","","9.328125","9.328125","9.328125","9.53125","9.53125","9.53125","10.6640625","10.6640625","10.6640625","9.3671875","9.3671875","9.3671875"
"1290","","","","9.3125","9.3125","9.3125","9.5390625","9.5390625","9.5390625","11.4140625","11.4140625","11.4140625","9.3046875","9.3046875","9.3046875"
"1291","","","","9.28125","9.28125","9.28125","9.625","9.625","9.625","10.8828125","10.8828125","10.8828125","9.2265625","9.2265625","9.2265625"
"1292","","","","10.7578125","10.7578125","10.7578125","9.59375","9.59375","9.59375","11.53125","11.53125","11.53125","9.3203125","9.3203125","9.3203125"
"1293","","","","10.3125","10.3125","10.3125","9.625","9.625","9.625","11.515625","11.515625","11.515625","9.21875","9.21875","9.21875"
"1294","","","","10.46875","10.46875","10.46875","9.5625","9.5625","9.5625","9.5234375","9.5234375","9.5234375","9.453125","9.453125","9.453125"
"1295","","","","9.765625","9.765625","9.765625","9.40625","9.40625","9.40625","11.5","11.5","11.5","9.375","9.375","9.375"
"1296","","","","9.53125","9.53125","9.53125","9.28125","9.28125","9.28125","11.40625","11.40625","11.40625","9.3515625","9.3515625","9.3515625"
"1297","","","","9.6015625","9.6015625","9.6015625","9.359375","9.359375","9.359375","10.015625","10.015625","10.015625","9.296875","9.296875","9.296875"
"1298","","","","9.4375","9.4375","9.4375","9.484375","9.484375","9.484375","9.4765625","9.4765625","9.4765625","9.21875","9.21875","9.21875"
"1299","","","","9.4453125","9.4453125","9.4453125","9.359375","9.359375","9.359375","9.5390625","9.5390625","9.5390625","9.2890625","9.2890625","9.2890625"
"1300","","","","9.4453125","9.4453125","9.4453125","9.359375","9.359375","9.359375","11.4609375","11.4609375","11.4609375","9.296875","9.296875","9.296875"
"1301","","","","9.3359375","9.3359375","9.3359375","9.2734375","9.2734375","9.2734375","11.5859375","11.5859375","11.5859375","9.34375","9.34375","9.34375"
"1302","","","","9.53125","9.53125","9.53125","9.390625","9.390625","9.390625","11.6640625","11.6640625","11.6640625","9.3046875","9.3046875","9.3046875"
"1303","","","","9.40625","9.40625","9.40625","9.4140625","9.4140625","9.4140625","11.7109375","11.7109375","11.7109375","9.4375","9.4375","9.4375"
"1304","","","","9.515625","9.515625","9.515625","9.3046875","9.3046875","9.3046875","10.0703125","10.0703125","10.0703125","9.3828125","9.3828125","9.3828125"
"1305","","","","10.8828125","10.8828125","10.8828125","9.3046875","9.3046875","9.3046875","9.421875","9.421875","9.421875","9.3671875","9.3671875","9.3671875"
"1306","","","","10.3359375","10.3359375","10.3359375","9.3515625","9.3515625","9.3515625","11.796875","11.796875","11.796875","9.375","9.375","9.375"
"1307","","","","9.9296875","9.9296875","9.9296875","9.328125","9.328125","9.328125","11.5703125","11.5703125","11.5703125","9.1875","9.1875","9.1875"
"1308","","","","9.375","9.375","9.375","9.4296875","9.4296875","9.4296875","11.6796875","11.6796875","11.6796875","9.4609375","9.4609375","9.4609375"
"1309","","","","10.171875","10.171875","10.171875","9.3359375","9.3359375","9.3359375","9.5625","9.5625","9.5625","9.3125","9.3125","9.3125"
"1310","","","","10.171875","10.171875","10.171875","9.3671875","9.3671875","9.3671875","11.4140625","11.4140625","11.4140625","9.5390625","9.5390625","9.5390625"
"1311","","","","11.578125","11.578125","11.578125","9.2578125","9.2578125","9.2578125","10.453125","10.453125","10.453125","9.3671875","9.3671875","9.3671875"
"1312","","","","9.9765625","9.9765625","9.9765625","9.3515625","9.3515625","9.3515625","11.453125","11.453125","11.453125","9.5","9.5","9.5"
"1313","","","","11.484375","11.484375","11.484375","9.4296875","9.4296875","9.4296875","11.0390625","11.0390625","11.0390625","9.3515625","9.3515625","9.3515625"
"1314","","","","9.9296875","9.9296875","9.9296875","9.4140625","9.4140625","9.4140625","10.2265625","10.2265625","10.2265625","9.2421875","9.2421875","9.2421875"
"1315","","","","9.4609375","9.4609375","9.4609375","9.3984375","9.3984375","9.3984375","9.4453125","9.4453125","9.4453125","9.3125","9.3125","9.3125"
"1316","","","","9.6328125","9.6328125","9.6328125","9.5859375","9.5859375","9.5859375","9.59375","9.59375","9.59375","9.484375","9.484375","9.484375"
"1317","","","","10.5390625","10.5390625","10.5390625","9.421875","9.421875","9.421875","9.4375","9.4375","9.4375","9.3125","9.3125","9.3125"
"1318","","","","10.3671875","10.3671875","10.3671875","9.6015625","9.6015625","9.6015625","11.7890625","11.7890625","11.7890625","9.3125","9.3125","9.3125"
"1319","","","","10.40625","10.40625","10.40625","9.609375","9.609375","9.609375","11.75","11.75","11.75","9.3515625","9.3515625","9.3515625"
"1320","","","","10.328125","10.328125","10.328125","9.4765625","9.4765625","9.4765625","11.78125","11.78125","11.78125","9.34375","9.34375","9.34375"
"1321","","","","9.9296875","9.9296875","9.9296875","9.5859375","9.5859375","9.5859375","11.578125","11.578125","11.578125","9.4453125","9.4453125","9.4453125"
"1322","","","","9.7734375","9.7734375","9.7734375","9.5703125","9.5703125","9.5703125","11.6953125","11.6953125","11.6953125","9.2890625","9.2890625","9.2890625"
"1323","","","","9.84375","9.84375","9.84375","9.5390625","9.5390625","9.5390625","11.5703125","11.5703125","11.5703125","9.28125","9.28125","9.28125"
"1324","","","","9.4453125","9.4453125","9.4453125","9.53125","9.53125","9.53125","9.796875","9.796875","9.796875","9.2734375","9.2734375","9.2734375"
"1325","","","","10.3671875","10.3671875","10.3671875","9.40625","9.40625","9.40625","9.4921875","9.4921875","9.4921875","9.2265625","9.2265625","9.2265625"
